Sport,PlayerRank,PlayerName,PlayerHomeTown,StarRating,PlayerPosition,PlayerStatus,TotalFollowersOnSocialMedia,On3NilValuation,RankingAvailable,AlternativePlayerlink
WomensSoccer,40,Emmie Allen,"Laurel Springs SchoolHigh Point, NC",NA,GK,SO,9.4K,$15.1K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
WomensSoccer,41,Taylor Jacobson,"Lake NonaOrlando, FL",NA,DF,SO,1.4K,$15K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/taylor-jacobson-172428/nil/"">Taylor Jacobson</a>"
WomensSoccer,42,Madelyn Desiano,"Aliso NiguelSan Clemente, CA",NA,DF,SR,6.6K,$15K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/madelyn-desiano-172030/nil/"">Madelyn Desiano</a>"
WomensSoccer,43,Quincy McMahon,"Guerin CatholicCarmel, IN",NA,DF,SO,4.3K,$15K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/quincy-mcmahon-172037/nil/"">Quincy McMahon</a>"
WomensSoccer,44,Lexi Wright,"CarlsbadCarlsbad, CA",NA,AT,SO,5.2K,$14.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/lexi-wright-174947/nil/"">Lexi Wright</a>"
WomensSoccer,45,Maddie Dahlien,"EdinaMinneapolis, MN",NA,AT,FR,3.8K,$14.5K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/maddie-dahlien-172272/nil/"">Maddie Dahlien</a>"
WomensSoccer,46,Mackenzie Evers,"West AlleghenyOakdale, PA",NA,AT,SO,27K,$14.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mackenzie-evers-163142/nil/"">Mackenzie Evers</a>"
WomensSoccer,47,Emily Colton,"La Costa CanyonCarlsbad, CA",NA,MF,SO,2.5K,$14.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/emily-colton-172270/nil/"">Emily Colton</a>"
WomensSoccer,48,Jayden Perry,"Trabuco HillsRancho Santa Margarita, CA",NA,DF,SO,3.9K,$14.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jayden-perry-172040/nil/"">Jayden Perry</a>"
WomensSoccer,49,Jordan Brewster,"HooverCanton, OH",NA,DF,SR,3.2K,$14K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jordan-brewster-162457/nil/"">Jordan Brewster</a>"
WomensSoccer,50,Maddy Anderson,"Clear FallsSeabrook, TX",NA,GK,JR,2K,$13.8K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/maddy-anderson-178498/nil/"">Maddy Anderson</a>"
WomensSoccer,51,Naomi Splittorff,"Francis Joseph Reitz SchEvansville, IL",NA,AT,FR,1.7K,$13.6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/naomi-splittorff-171639/nil/"">Naomi Splittorff</a>"
WomensSoccer,52,Trinity Watson,"Point LomaSan Diego, CA",NA,DF,SR,8.1K,$12.9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/trinity-watson-163085/nil/"">Trinity Watson</a>"
WomensSoccer,53,Croix Bethune,"AlpharettaAlpharetta, GA",NA,MF,,9.5K,$12K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/croix-bethune-162436/nil/"">Croix Bethune</a>"
WomensSoccer,54,Messiah Bright,"Cedar HillDallas, TX",NA,AT,SR,13.2K,$10.6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/messiah-bright-162451/nil/"">Messiah Bright</a>"
WomensSoccer,55,Sophie Jones,"Menlo-AthertonMenlo Park, CA",NA,MF,SR,4.4K,$10.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sophie-jones-162442/nil/"">Sophie Jones</a>"
WomensSoccer,56,Karleen Bedre,"NorcoNorco, CA",NA,AT,SR,13.9K,$10.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/karleen-bedre-175262/nil/"">Karleen Bedre</a>"
WomensSoccer,57,Maya Doms,"Davis SeniorDavis, CA",NA,MF,SR,3.3K,$9.5K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/maya-doms-162441/nil/"">Maya Doms</a>"
WomensSoccer,58,Ruthie Jones,"Charlotte Latin SchoolCharlotte, NC",NA,GK,SR,2.8K,$9.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ruthie-jones-162419/nil/"">Ruthie Jones</a>"
WomensSoccer,59,Jenna Nighswonger,"Huntington BeachHuntington Beach, CA",NA,AT,SR,2.4K,$9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jenna-nighswonger-162898/nil/"">Jenna Nighswonger</a>"
WomensSoccer,60,Onyi Echegini,Bexleyheath AcademyLondon,NA,MF,SR,2.3K,$8.9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/onyi-echegini-174921/nil/"">Onyi Echegini</a>"
WomensSoccer,61,Leyla McFarland,"EastlakeBonita, CA",NA,AT,SR,2.1K,$8.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/leyla-mcfarland-163087/nil/"">Leyla McFarland</a>"
WomensSoccer,62,Mia Krusinski,"Ursuline Academy Of DallasDallas, TX",NA,GK,NA,1.8K,$8.6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mia-krusinski-175381/nil/"">Mia Krusinski</a>"
WomensSoccer,63,Ashley Orkus,"Vestavia HillsVestavia, AL",NA,GK,,2.1K,$8.5K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ashley-orkus-162462/nil/"">Ashley Orkus</a>"
WomensSoccer,64,Gianna Paul,"Walt WhitmanHuntington Station, NY",NA,AT,FR,1.2K,$8.5K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/gianna-paul-174929/nil/"">Gianna Paul</a>"
WomensSoccer,65,Savannah Kessler,"Murrieta ValleyMurrieta, CA",NA,DF,SR,1.7K,$8.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/savannah-kessler-163092/nil/"">Savannah Kessler</a>"
WomensSoccer,66,Angeles Escobar,"Eastside High SchoolLancaster, CA",NA,AT,JR,1.1K,$8.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/angeles-escobar-163091/nil/"">Angeles Escobar</a>"
WomensSoccer,67,Avery Patterson,"The Bolles SchoolJacksonville, FL",NA,AT,JR,2.7K,$8.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/avery-patterson-172292/nil/"">Avery Patterson</a>"
WomensSoccer,68,Lauren Donovan,"Maine SouthLoveland, OH",NA,MF,JR,392,$7.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/lauren-donovan-178780/nil/"">Lauren Donovan</a>"
WomensSoccer,69,Cristina Roque,"West OrangeWinter Garden, FL",NA,GK,JR,96,$7.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/cristina-roque-171332/nil/"">Cristina Roque</a>"
WomensSoccer,70,Lia Godfrey,"Fleming IslandFleming Island, FL",NA,MF,JR,1.6K,$7.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/lia-godfrey-162454/nil/"">Lia Godfrey</a>"
WomensSoccer,71,Kelsey Fuller,"Byron-Bergen High SchoolAlexander, NY",NA,MF,FR,4.7K,$7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kelsey-fuller-163122/nil/"">Kelsey Fuller</a>"
Softball,1,Montana Fouts,"East Carter CountyGrayson, KY",NA,P,SR,379K,$140K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/montana-fouts-162448/nil/"">Montana Fouts</a>"
Softball,2,Maya Brady,"Oaks ChristianThousand Oaks, CA",NA,IF,JR,95K,$74K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/maya-brady-163400/nil/"">Maya Brady</a>"
Softball,3,Jordy Bahl,"Papillion-La VistaPapillion, NE",NA,P,SO,91K,$61K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jordy-bahl-162465/nil/"">Jordy Bahl</a>"
Softball,4,Grace Lyons,"Sandra Day O'connorPeoria, AZ",NA,IF,SR,66K,$55K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/grace-lyons-162444/nil/"">Grace Lyons</a>"
Softball,5,Kinzie Hansen,"NorcoNorco, CA",NA,C,JR,53K,$47K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kinzie-hansen-173572/nil/"">Kinzie Hansen</a>"
Softball,6,Baylee Klingler,"DickinsonHouston, TX",NA,IF,SR,53K,$36K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/baylee-klingler-162468/nil/"">Baylee Klingler</a>"
Softball,7,Jaiden Fields,"HarrisonKennesaw, GA",NA,OF,SR,33K,$36K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jaiden-fields-176867/nil/"">Jaiden Fields</a>"
Softball,8,Tiare Jennings,"St. AnthonySan Pedro, CA",NA,IF,FR,43K,$36K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/tiare-jennings-162432/nil/"">Tiare Jennings</a>"
Softball,9,Michaela Edenfield,"SneadsSneads, FL",NA,C,FR,95K,$32K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/michaela-edenfield-172917/nil/"">Michaela Edenfield</a>"
Softball,10,Nicole May,"FoothillPleasanton, CA",NA,P,SO,35K,$30K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/nicole-may-173574/nil/"">Nicole May</a>"
Softball,11,Megan Faraimo,"Cathedral CatholicOceanside, CA",NA,P,SR,35K,$29K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/megan-faraimo-162453/nil/"">Megan Faraimo</a>"
Softball,12,Kathryn Sandercock,"Bishop O'ConnellMclean, VA",NA,P,SR,17K,$25K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kathryn-sandercock-162449/nil/"">Kathryn Sandercock</a>"
Softball,13,Haley Lee,"KingwoodKINGWOOD, TX",NA,IF,SR,23K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/haley-lee-177671/nil/"">Haley Lee</a>"
Softball,14,Kaley Mudge,"Winter SpringsWinter Springs, FL",NA,OF,SR,11.8K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kaley-mudge-172930/nil/"">Kaley Mudge</a>"
Softball,15,Hannah Bryan,"Bishop ReadyColumbus, OH",NA,C,SO,2.8K,$19.6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/hannah-bryan-175738/nil/"">Hannah Bryan</a>"
Softball,16,Kiley Naomi,"North VermilionLafayette, LA",NA,IF,SR,36K,$19K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kiley-naomi-173129/nil/"">Kiley Naomi</a>"
Softball,17,Kelly Maxwell,"Clear SpringsFriendswood, TX",NA,P,,11.7K,$18.9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kelly-maxwell-162439/nil/"">Kelly Maxwell</a>"
Softball,18,Cydney Sanders,"San MarcosSan Marcos, CA",NA,IF,SO,3.9K,$17.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/cydney-sanders-162473/nil/"">Cydney Sanders</a>"
Softball,19,Makenna Reid,"TigardPortland, OR",NA,P,FR,3.3K,$16.8K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/makenna-reid-171094/nil/"">Makenna Reid</a>"
Softball,20,Zaida Puni,"St. AnthonyCarson, CA",NA,IF,SO,4.1K,$16.5K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/zaida-puni-162460/nil/"">Zaida Puni</a>"
Softball,21,Allie Skaggs,"Ironwood RidgeLouisville, KY",NA,IF,SO,5.1K,$15.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/allie-skaggs-173363/nil/"">Allie Skaggs</a>"
Softball,22,Emma Lemley,"Jefferson ForestForest, VA",NA,P,FR,4.1K,$14.1K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/emma-lemley-163038/nil/"">Emma Lemley</a>"
Softball,23,Sydney McKinney,"NorborneNorborne, MO",NA,IF,FR,8.7K,$13.6K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
Softball,24,Madison Hanson,"Isle Of Wight AcademySmithfield, VA",NA,IF,JR,2.5K,$13.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/madison-hanson-163037/nil/"">Madison Hanson</a>"
Softball,25,Payton List,"Beaver AreaBeaver, PA",NA,P,FR,2.2K,$13.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/payton-list-173739/nil/"">Payton List</a>"
Softball,26,Brooke Lorenzo,"Obra D. Tompkins High SchoolKaty, TX",NA,IF,SO,1.9K,$11.9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/brooke-lorenzo-173478/nil/"">Brooke Lorenzo</a>"
Softball,27,Kayla Lane,"Troup CountyLagrange, GA",NA,IF,JR,5.3K,$10.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kayla-lane-163155/nil/"">Kayla Lane</a>"
Softball,28,Zoe Jones,"MustangMustang, OK",NA,IF,SR,3.2K,$10K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/zoe-jones-174974/nil/"">Zoe Jones</a>"
Softball,29,Addison Barnard,"BeatriceBeatrice, NE",NA,OF,JR,2.9K,$10K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/addison-barnard-162427/nil/"">Addison Barnard</a>"
Softball,30,Sarah Proberts,"Olathe SouthOlathe, KS",NA,P,FR,2.5K,$9.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sarah-proberts-174976/nil/"">Sarah Proberts</a>"
Softball,31,Camryn Compton,"RivertonRiverton, KS",NA,IF,SO,1.1K,$8.9K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/camryn-compton-174635/nil/"">Camryn Compton</a>"
Softball,32,Jada Cody,"Murrieta MesaMurrieta, CA",NA,IF,FR,2.4K,$8.8K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jada-cody-177511/nil/"">Jada Cody</a>"
Softball,33,Sarah Seamans,"Union AreaNew Castle, PA",NA,IF,SR,1.9K,$8.6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sarah-seamans-163164/nil/"">Sarah Seamans</a>"
Softball,34,Mia Ewell,"GrantPortland, OR",NA,IF,JR,7.8K,$8.3K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mia-ewell-174405/nil/"">Mia Ewell</a>"
Softball,35,Katelynn Carwile,"PurcellPurcell, OK",NA,OF,SO,2K,$7.3K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/katelynn-carwile-173122/nil/"">Katelynn Carwile</a>"
Softball,36,Olivia McFadden,"KatyKaty, TX",NA,IF,SO,408,$6.4K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/olivia-mcfadden-173150/nil/"">Olivia McFadden</a>"
Softball,37,Chyenne Factor,"YukonYukon, OK",NA,OF,SR,179,$6K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/chyenne-factor-173126/nil/"">Chyenne Factor</a>"
Softball,38,Danielle Williams,"Amador ValleyPleasanton, CA",NA,P,SR,2.1K,$5.2K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/danielle-williams-162459/nil/"">Danielle Williams</a>"
WomensTrack,1,Tori Ortiz,"BataviaWinfield, IL",NA,S,JR,794K,$188K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/tori-ortiz-162406/nil/"">Tori Ortiz</a>"
WomensTrack,2,Riley White,"HooverHoover, AL",NA,PV,FR,686K,$151K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
WomensTrack,3,Emily Cole,"KleinHouston, TX",NA,DR,SR,444K,$130K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/emily-cole-162404/nil/"">Emily Cole</a>"
WomensTrack,4,Jess Gardner,"North StarLincoln, NE",NA,PV,FR,331K,$121K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jess-gardner-177497/nil/"">Jess Gardner</a>"
WomensTrack,5,Ashley McElmurry,"SentinelMissoula, MT",NA,J,NA,243K,$93K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ashley-mcelmurry-177501/nil/"">Ashley McElmurry</a>"
WomensTrack,6,Ziyah Holman,"Georgetown Day SchoolHyattsville, MD",NA,S,JR,104K,$86K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ziyah-holman-162977/nil/"">Ziyah Holman</a>"
WomensTrack,7,Katelyn Tuohy,"North RocklandStony Point, NY",NA,DR,JR,100K,$73K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/katelyn-tuohy-162486/nil/"">Katelyn Tuohy</a>"
WomensTrack,8,Talitha Diggs,"Saucon ValleyPittsburgh, PA",NA,S,SO,52K,$47K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/talitha-diggs-162471/nil/"">Talitha Diggs</a>"
WomensTrack,9,Alia Armstrong,"St. Katharine Drexel Preparatory SchoolNew Orleans, LA",NA,S,SR,42K,$41K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/alia-armstrong-162400/nil/"">Alia Armstrong</a>"
WomensTrack,10,Parker Valby,"East LakeTampa, FL",NA,DR,SO,58K,$37K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/parker-valby-162392/nil/"">Parker Valby</a>"
WomensTrack,11,Britton Wilson,"GodwinHENRICO, VA",NA,S,JR,39K,$34K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/britton-wilson-162466/nil/"">Britton Wilson</a>"
WomensTrack,12,Taylor Manson,"East LansingEast Lansing, MI",NA,S,FR,18.7K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/taylor-manson-175837/nil/"">Taylor Manson</a>"
